state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_no_max_datetime,second_max_non_overlapping_value,second_no_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2001,Parts per million,No Events,8513,94,Y,231,245,0,0,5,5,Certified,0,0.041926,0.013949,0.084,2001-05-23 10:00:00.000000 UTC,0.081,2001-04-28 11:00:00.000000 UTC,0.079,2001-09-12 10:00:00.000000 UTC,0.078,2001-06-18 09:00:00.000000 UTC,,,,,0.079,0.076,0.068,0.062,0.05,0.041,0.033,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-22
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1994,Parts per million,No Events,8357,99,Y,242,245,0,0,8,8,Certified,0,0.045913,0.015056,0.089,1994-10-01 10:00:00.000000 UTC,0.088,1994-09-21 10:00:00.000000 UTC,0.087,1994-08-16 11:00:00.000000 UTC,0.085,1994-08-12 10:00:00.000000 UTC,,,,,0.087,0.08,0.071,0.065,0.056,0.046,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-05-20
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2002,Parts per million,No Events,8675,100,Y,244,245,0,85,0,0,Certified,0,0.049193,0.019365,0.115,2002-06-24 16:00:00.000000 UTC,0.103,2002-09-13 12:00:00.000000 UTC,0.103,2002-09-14 14:00:00.000000 UTC,0.1,2002-09-12 13:00:00.000000 UTC,,,,,0.103,0.099,0.081,0.076,0.063,0.049,0.039,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-21
48,453,0014,42401,1,30.354436,-97.760255,NAD83,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,1991,Parts per billion,No Events,1278,15,N,52,365,0,0,0,,Certification not required,0,3.076923,4.660414,10,1991-01-17 10:00:00.000000 UTC,10,1991-01-28 15:00:00.000000 UTC,10,1991-02-13 14:00:00.000000 UTC,10,1991-02-15 00:00:00.000000 UTC,,,,,10,10,10,10,10,0,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-10-13
48,453,0021,62101,1,30.263208,-97.712883,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2003,Degrees Fahrenheit,No Events,8709,99,Y,362,365,0,7,,,Certification not required,0,68.768286,15.264023,105,2003-08-07 16:00:00.000000 UTC,105,2003-08-07 17:00:00.000000 UTC,105,2003-08-08 13:00:00.000000 UTC,104,2003-08-07 15:00:00.000000 UTC,,,,,96,94,91,87,80,71,46,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-06
48,453,0021,62101,1,30.263208,-97.712883,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2002,Degrees Fahrenheit,No Events,8312,95,Y,339,365,0,413,,,Certification not required,0,68.586622,15.658235,101,2002-08-26 15:00:00.000000 UTC,101,2002-08-26 16:00:00.000000 UTC,100,2002-08-26 14:00:00.000000 UTC,100,2002-08-26 17:00:00.000000 UTC,,,,,95,94,92,88,80,71,46,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-05
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2012,Parts per million,No Events,8467,94,Y,230,245,0,233,0,0,Certified,0,0.049091,0.014336,0.105,2012-08-11 15:00:00.000000 UTC,0.099,2012-06-26 14:00:00.000000 UTC,0.084,2012-06-27 11:00:00.000000 UTC,0.078,2012-08-20 16:00:00.000000 UTC,,,,,0.084,0.078,0.074,0.068,0.06,0.05,0.041,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-05
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,2003,Parts per million,No Events,8612,98,Y,354,365,0,0,0,0,Certified,0,0.264549,0.141038,0.9,2003-01-15 01:00:00.000000 UTC,0.9,2003-03-04 01:00:00.000000 UTC,0.9,2003-03-04 02:00:00.000000 UTC,0.8,2003-01-14 23:00:00.000000 UTC,0.9,2003-01-15 01:00:00.000000 UTC,0.9,2003-03-04 01:00:00.000000 UTC,0.6,0.6,0.5,0.4,0.4,0.3,0.1,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-18
48,453,1068,62101,1,30.35386,-97.69166,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2016,Degrees Fahrenheit,No Events,6575,75,Y,274,366,0,1,,,Certification not required,0,72.340532,13.700902,101,2016-08-12 15:00:00.000000 UTC,101,2016-08-12 16:00:00.000000 UTC,100,2016-08-12 17:00:00.000000 UTC,99,2016-08-11 16:00:00.000000 UTC,,,,,96,95,92,89,82,75,52,Austin North Interstate 35,8912 N IH 35 SVRD SB,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-12-23
48,453,0014,62101,1,30.354436,-97.760255,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2010,Degrees Fahrenheit,No Events,8592,98,Y,356,365,0,161,,,Certification not required,0,67.993133,15.890253,102,2010-08-16 16:00:00.000000 UTC,102,2010-08-23 14:00:00.000000 UTC,102,2010-08-23 15:00:00.000000 UTC,102,2010-08-23 16:00:00.000000 UTC,,,,,96,94,91,87,80,71,45,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2011-03-10
48,453,0014,42401,2,30.354436,-97.760255,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,2013,Parts per billion,No Events,8603,98,Y,364,365,0,156,,,Certified,0,0.509659,0.573556,10.1,2013-12-31 14:00:00.000000 UTC,9.6,2013-09-22 09:00:00.000000 UTC,7.9,2013-12-31 15:00:00.000000 UTC,7.7,2013-12-31 13:00:00.000000 UTC,,,,,2.5,2,1.6,1.1,0.7,0.4,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2014-03-19
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2007,Parts per million,No Events,6134,99,Y,245,248,0,0,8,8,Certification not required,0,0.042069,0.014977,0.093,2007-09-21 10:00:00.000000 UTC,0.083,2007-09-22 10:00:00.000000 UTC,0.078,2007-05-18 12:00:00.000000 UTC,0.076,2007-10-04 10:00:00.000000 UTC,,,,,0.078,0.075,0.068,0.062,0.053,0.042,0.032,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-02
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2009,Parts per million,No Events,6159,99,Y,242,245,0,0,5,5,Certified,0,0.043533,0.013396,0.08,2009-07-02 11:00:00.000000 UTC,0.077,2009-05-30 11:00:00.000000 UTC,0.077,2009-06-25 11:00:00.000000 UTC,0.076,2009-05-20 10:00:00.000000 UTC,,,,,0.077,0.073,0.067,0.062,0.054,0.044,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-02
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2015,Parts per million,Events Excluded,8677,100,Y,244,245,0,0,2,2,Requested but not yet concurred,0,0.042361,0.014281,0.083,2015-08-29 10:00:00.000000 UTC,0.082,2015-08-27 11:00:00.000000 UTC,0.073,2015-05-01 11:00:00.000000 UTC,0.073,2015-08-03 09:00:00.000000 UTC,,,,,0.073,0.073,0.067,0.063,0.053,0.042,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2012,Parts per million,No Events,8509,93,Y,229,245,0,0,2,2,Certified,0,0.044253,0.013362,0.094,2012-08-11 11:00:00.000000 UTC,0.087,2012-06-26 09:00:00.000000 UTC,0.08,2012-06-27 10:00:00.000000 UTC,0.074,2012-06-25 11:00:00.000000 UTC,,,,,0.08,0.073,0.067,0.062,0.053,0.045,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-05
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1993,Parts per million,No Events,7408,89,Y,218,245,0,0,6,6,Certified,0,0.042321,0.013825,0.087,1993-09-10 10:00:00.000000 UTC,0.086,1993-09-05 10:00:00.000000 UTC,0.082,1993-09-29 10:00:00.000000 UTC,0.08,1993-09-07 10:00:00.000000 UTC,,,,,0.082,0.08,0.067,0.06,0.051,0.042,0.032,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-05-25
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1998,Parts per million,No Events,8093,96,Y,234,245,0,520,0,0,Certified,0,0.05159,0.018178,0.117,1998-09-04 14:00:00.000000 UTC,0.115,1998-08-30 15:00:00.000000 UTC,0.107,1998-09-03 16:00:00.000000 UTC,0.104,1998-08-29 12:00:00.000000 UTC,,,,,0.107,0.092,0.085,0.077,0.062,0.05,0.037,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-26
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2011,Parts per million,Events Excluded,8157,89,Y,219,245,0,0,2,2,Certified,0,0.048639,0.012555,0.082,2011-08-28 10:00:00.000000 UTC,0.079,2011-09-20 10:00:00.000000 UTC,0.075,2011-04-13 11:00:00.000000 UTC,0.075,2011-09-12 11:00:00.000000 UTC,,,,,0.075,0.074,0.072,0.067,0.057,0.047,0.039,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-08
48,453,0014,62101,1,30.354436,-97.760255,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,1999,Degrees Fahrenheit,No Events,8522,97,Y,348,365,0,232,,,Certification not required,0,69.916334,13.939798,101,1999-08-20 15:00:00.000000 UTC,101,1999-08-20 16:00:00.000000 UTC,100,1999-08-14 16:00:00.000000 UTC,100,1999-08-14 17:00:00.000000 UTC,,,,,97,95,91,87,80,72,50,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-04
48,453,0017,42101,1,30.264167,-97.746111,NAD27,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1994,Parts per million,No Events,8367,96,Y,359,365,0,0,0,0,Certified,0,1.285084,0.898566,6.6,1994-09-15 22:00:00.000000 UTC,6.6,1994-09-15 23:00:00.000000 UTC,6.5,1994-09-15 21:00:00.000000 UTC,6.5,1994-09-16 00:00:00.000000 UTC,6.6,1994-09-15 22:00:00.000000 UTC,5.8,1994-09-16 03:00:00.000000 UTC,4.6,4.3,3.7,2.1,1.3,1,0.6,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-20
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2011,Parts per million,Concurred Events Excluded,5793,89,Y,218,245,0,0,13,13,Certified,0,0.048716,0.012836,0.082,2011-08-28 10:00:00.000000 UTC,0.079,2011-09-20 10:00:00.000000 UTC,0.078,2011-09-07 10:00:00.000000 UTC,0.075,2011-04-13 11:00:00.000000 UTC,,,,,0.078,0.075,0.073,0.068,0.057,0.047,0.038,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-08
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1999,Parts per million,No Events,8629,98,Y,239,245,0,0,14,14,Certified,0,0.045025,0.017876,0.091,1999-09-19 10:00:00.000000 UTC,0.089,1999-08-05 09:00:00.000000 UTC,0.089,1999-09-17 11:00:00.000000 UTC,0.087,1999-09-18 10:00:00.000000 UTC,,,,,0.089,0.087,0.081,0.07,0.058,0.044,0.033,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-29
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2008,Parts per million,No Events,8693,99,Y,242,245,0,0,0,0,Certification not required,0,0.04555,0.01333,0.078,2008-06-23 09:00:00.000000 UTC,0.077,2008-09-30 10:00:00.000000 UTC,0.075,2008-09-26 10:00:00.000000 UTC,0.074,2008-09-27 10:00:00.000000 UTC,,,,,0.075,0.074,0.071,0.064,0.055,0.046,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-02
48,453,0021,62101,1,30.263208,-97.712883,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2015,Degrees Fahrenheit,No Events,8710,99,Y,361,365,0,50,,,Certification not required,0,69.157635,15.780271,103,2015-08-11 16:00:00.000000 UTC,102,2015-08-11 14:00:00.000000 UTC,102,2015-08-11 15:00:00.000000 UTC,102,2015-08-11 17:00:00.000000 UTC,,,,,97,95,92,88,80,72,44,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-03-01
48,453,0017,42101,1,30.264167,-97.746111,NAD27,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1995,Parts per million,No Events,7781,89,Y,332,365,0,0,0,0,Certification not required,0,0.81379,0.395961,3.7,1995-02-15 13:00:00.000000 UTC,3.5,1995-02-10 23:00:00.000000 UTC,3.5,1995-02-11 00:00:00.000000 UTC,3.3,1995-02-10 22:00:00.000000 UTC,3.7,1995-02-15 13:00:00.000000 UTC,3.5,1995-02-10 23:00:00.000000 UTC,2,1.8,1.6,1.3,1,0.7,0.4,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-27
48,453,0014,42401,1,30.354436,-97.760255,NAD83,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,1990,Parts per billion,No Events,7938,91,Y,344,365,0,0,0,,Certification not required,0,0.377907,2.322957,30,1990-09-24 08:00:00.000000 UTC,10,1990-01-13 08:00:00.000000 UTC,10,1990-02-17 11:00:00.000000 UTC,10,1990-04-07 10:00:00.000000 UTC,,,,,10,10,0,0,0,0,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-10-13
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2003,Parts per million,No Events,8690,99,Y,242,245,0,0,9,9,Certified,0,0.047112,0.015006,0.092,2003-09-07 10:00:00.000000 UTC,0.087,2003-05-30 11:00:00.000000 UTC,0.085,2003-09-06 10:00:00.000000 UTC,0.084,2003-09-08 11:00:00.000000 UTC,,,,,0.085,0.081,0.074,0.065,0.057,0.047,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-22
48,453,1068,62101,1,30.35386,-97.69166,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2014,Degrees Fahrenheit,No Events,6236,100,Y,260,260,0,4,,,Certification not required,0,73.221777,13.816766,101,2014-08-16 16:00:00.000000 UTC,100,2014-08-07 15:00:00.000000 UTC,100,2014-08-07 16:00:00.000000 UTC,100,2014-08-08 16:00:00.000000 UTC,,,,,97,95,93,89,83,76,52,Austin North Interstate 35,8912 N IH 35 SVRD SB,Texas,Travis,Austin,"Austin-Round Rock, TX",2015-04-29
48,453,0017,62101,1,30.264167,-97.746111,NAD27,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,1994,Degrees Fahrenheit,No Events,8759,100,Y,365,365,0,0,,,Certification not required,0,69.380865,14.716602,101,1994-07-24 15:00:00.000000 UTC,101,1994-07-24 16:00:00.000000 UTC,101,1994-07-24 17:00:00.000000 UTC,101,1994-07-26 15:00:00.000000 UTC,,,,,97,95,92,88,79,72,49,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-03
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,2005,Parts per million,No Events,8537,97,Y,354,365,0,0,0,0,Certified,0,0.150123,0.083013,0.7,2005-01-07 23:00:00.000000 UTC,0.7,2005-01-08 00:00:00.000000 UTC,0.7,2005-01-08 01:00:00.000000 UTC,0.7,2005-12-13 00:00:00.000000 UTC,0.7,2005-01-07 23:00:00.000000 UTC,0.7,2005-12-13 00:00:00.000000 UTC,0.4,0.3,0.3,0.2,0.2,0.1,0.1,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-20
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2008,Parts per million,No Events,8645,99,Y,242,245,0,139,0,0,Certification not required,0,0.051293,0.014471,0.09,2008-05-08 15:00:00.000000 UTC,0.087,2008-05-09 13:00:00.000000 UTC,0.086,2008-06-23 10:00:00.000000 UTC,0.083,2008-09-27 11:00:00.000000 UTC,,,,,0.086,0.083,0.076,0.072,0.062,0.052,0.041,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-02
48,453,0021,62101,1,30.263208,-97.712883,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2011,Degrees Fahrenheit,No Events,8749,100,Y,365,365,0,11,,,Certification not required,0,71.310435,17.53993,108,2011-08-28 15:00:00.000000 UTC,108,2011-08-28 16:00:00.000000 UTC,107,2011-08-28 14:00:00.000000 UTC,107,2011-08-28 17:00:00.000000 UTC,,,,,102,100,98,93,84,74,47,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2012-02-28
48,453,0021,62101,1,30.263208,-97.712883,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2005,Degrees Fahrenheit,No Events,8012,91,Y,334,365,0,4,,,Certification not required,0,68.451947,15.031596,105,2005-09-25 15:00:00.000000 UTC,105,2005-09-25 16:00:00.000000 UTC,105,2005-09-26 16:00:00.000000 UTC,104,2005-09-25 14:00:00.000000 UTC,,,,,97,95,92,88,79,70,47,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-06
48,453,0021,62101,1,30.263208,-97.712883,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2000,Degrees Fahrenheit,No Events,8578,98,Y,353,366,0,43,,,Certification not required,0,69.684076,16.164364,109,2000-09-04 15:00:00.000000 UTC,109,2000-09-05 14:00:00.000000 UTC,109,2000-09-05 15:00:00.000000 UTC,108,2000-09-04 14:00:00.000000 UTC,,,,,101,99,95,90,81,72,46,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-05
48,453,0014,62101,1,30.354436,-97.760255,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2007,Degrees Fahrenheit,No Events,8713,99,Y,362,365,0,11,,,Certification not required,0,68.867784,15.588154,102,2007-08-12 14:00:00.000000 UTC,102,2007-08-12 15:00:00.000000 UTC,102,2007-08-12 16:00:00.000000 UTC,101,2007-08-12 13:00:00.000000 UTC,,,,,95,93,91,87,80,72,45,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-07
48,453,0014,62101,1,30.354436,-97.760255,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2005,Degrees Fahrenheit,No Events,8656,99,Y,360,365,0,9,,,Certification not required,0,69.148799,14.824357,104,2005-09-25 15:00:00.000000 UTC,104,2005-09-25 16:00:00.000000 UTC,104,2005-09-26 16:00:00.000000 UTC,103,2005-09-26 14:00:00.000000 UTC,,,,,96,94,91,88,80,71,48,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-06
48,453,0014,42401,2,30.354436,-97.760255,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,2012,Parts per billion,No Events,729,8,N,31,366,0,53,,,Certified,0,0.503155,0.588748,4.8,2012-12-13 01:00:00.000000 UTC,4.4,2012-12-21 23:00:00.000000 UTC,4.1,2012-12-21 22:00:00.000000 UTC,3.9,2012-12-13 02:00:00.000000 UTC,,,,,2.9,2.4,1.7,1.2,0.6,0.3,0.1,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2013-01-24
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,2014,Parts per million,No Events,4274,49,N,181,365,0,70,0,0,Certified,0,0.118835,0.068983,0.6,2014-02-04 21:00:00.000000 UTC,0.5,2014-01-06 21:00:00.000000 UTC,0.5,2014-01-06 22:00:00.000000 UTC,0.5,2014-01-15 20:00:00.000000 UTC,,,,,0.3,0.3,0.2,0.2,0.1,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-08
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,2012,Parts per million,No Events,8305,95,Y,348,366,0,395,0,0,Certified,0,0.133161,0.076272,0.8,2012-10-15 17:00:00.000000 UTC,0.7,2012-12-07 19:00:00.000000 UTC,0.6,2012-11-20 18:00:00.000000 UTC,0.6,2012-11-20 19:00:00.000000 UTC,,,,,0.4,0.3,0.3,0.2,0.2,0.1,0.1,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-09
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,2008,Parts per million,No Events,8747,100,Y,364,366,0,0,0,0,Certification not required,0,0.121985,0.074315,0.5,2008-12-06 01:00:00.000000 UTC,0.5,2008-12-06 02:00:00.000000 UTC,0.4,2008-01-02 22:00:00.000000 UTC,0.4,2008-01-02 23:00:00.000000 UTC,0.5,2008-12-06 01:00:00.000000 UTC,0.4,2008-01-02 22:00:00.000000 UTC,0.3,0.3,0.3,0.2,0.2,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-11
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2013,Parts per million,No Events,6119,99,Y,242,245,0,0,2,2,Certified,0,0.043165,0.012348,0.079,2013-09-25 10:00:00.000000 UTC,0.071,2013-07-03 11:00:00.000000 UTC,0.069,2013-07-04 11:00:00.000000 UTC,0.069,2013-08-30 11:00:00.000000 UTC,,,,,0.069,0.068,0.065,0.059,0.052,0.044,0.035,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1998,Parts per million,No Events,8015,95,Y,232,245,0,0,5,5,Certified,0,0.04456,0.0161,0.095,1998-09-04 10:00:00.000000 UTC,0.092,1998-08-30 10:00:00.000000 UTC,0.092,1998-09-03 11:00:00.000000 UTC,0.088,1998-08-29 10:00:00.000000 UTC,,,,,0.092,0.086,0.074,0.065,0.054,0.044,0.032,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-26
