state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_no_max_datetime,second_max_non_overlapping_value,second_no_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2015,Parts per million,Events Inclucded,6157,100,Y,244,245,0,0,8,8,Requested but not yet concurred,0,0.042348,0.014654,0.085,2015-08-28 10:00:00.000000 UTC,0.083,2015-08-29 10:00:00.000000 UTC,0.082,2015-08-27 11:00:00.000000 UTC,0.073,2015-05-01 11:00:00.000000 UTC,,,,,0.082,0.073,0.067,0.063,0.053,0.042,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1996,Parts per million,No Events,4721,54,N,204,366,0,367,0,0,Certification not required,0,0.190892,0.206406,2.9,1996-12-13 18:00:00.000000 UTC,2.2,1996-12-13 20:00:00.000000 UTC,2,1996-12-13 19:00:00.000000 UTC,1.6,1996-12-13 21:00:00.000000 UTC,,,,,1,0.8,0.6,0.4,0.3,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-26
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),Multiple Methods Used,2004,Parts per million,No Events,8649,100,Y,244,245,0,122,0,0,Certified,0,0.048262,0.017441,0.108,2004-08-05 15:00:00.000000 UTC,0.107,2004-08-04 14:00:00.000000 UTC,0.09,2004-08-08 12:00:00.000000 UTC,0.09,2004-08-09 13:00:00.000000 UTC,,,,,0.09,0.089,0.08,0.072,0.06,0.048,0.037,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-21
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8694,100,Y,244,245,0,0,2,2,Certified,0,0.04182,0.015767,0.092,2004-08-04 11:00:00.000000 UTC,0.086,2004-08-05 11:00:00.000000 UTC,0.082,2004-08-09 10:00:00.000000 UTC,0.082,2004-08-14 11:00:00.000000 UTC,,,,,0.082,0.081,0.07,0.064,0.054,0.041,0.031,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-21
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2010,Parts per million,No Events,8584,98,Y,241,245,0,169,0,0,Certified,0,0.047627,0.015285,0.09,2010-05-05 13:00:00.000000 UTC,0.087,2010-08-12 12:00:00.000000 UTC,0.086,2010-05-28 12:00:00.000000 UTC,0.086,2010-08-17 14:00:00.000000 UTC,,,,,0.086,0.085,0.075,0.068,0.057,0.049,0.04,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-08
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,6111,98,Y,241,245,0,0,8,8,Certified,0,0.041813,0.013685,0.077,2010-05-28 10:00:00.000000 UTC,0.076,2010-08-28 10:00:00.000000 UTC,0.075,2010-05-05 10:00:00.000000 UTC,0.074,2010-10-08 10:00:00.000000 UTC,,,,,0.075,0.073,0.067,0.062,0.051,0.043,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-08
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2015,Parts per million,Events Inclucded,8694,100,Y,244,245,0,0,1,1,Requested but not yet concurred,0,0.042488,0.014521,0.085,2015-08-28 10:00:00.000000 UTC,0.083,2015-08-29 10:00:00.000000 UTC,0.082,2015-08-27 11:00:00.000000 UTC,0.073,2015-05-01 11:00:00.000000 UTC,,,,,0.082,0.073,0.067,0.063,0.053,0.042,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0017,42101,1,30.264167,-97.746111,NAD27,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1992,Parts per million,No Events,7506,85,Y,317,366,0,0,0,0,Certified,0,0.918372,0.457126,4.3,1992-12-16 01:00:00.000000 UTC,4.2,1992-12-16 00:00:00.000000 UTC,4.1,1992-12-16 02:00:00.000000 UTC,3.8,1992-12-15 23:00:00.000000 UTC,4.3,1992-12-16 01:00:00.000000 UTC,3.7,1992-12-18 09:00:00.000000 UTC,2.6,2.2,1.8,1.5,1.1,0.8,0.5,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-22
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,2014,Parts per million,No Events,4303,49,Y,177,365,0,0,0,0,Certified,0,0.120916,0.061814,0.4,2014-01-17 23:00:00.000000 UTC,0.4,2014-01-18 00:00:00.000000 UTC,0.4,2014-01-18 01:00:00.000000 UTC,0.3,2014-01-01 05:00:00.000000 UTC,0.4,2014-01-17 23:00:00.000000 UTC,0.3,2014-01-01 05:00:00.000000 UTC,0.3,0.3,0.2,0.2,0.2,0.1,0.1,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-08
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2016,Parts per million,No Events,6526,87,Y,212,245,0,0,0,0,Certification not required,0,0.04142,0.010871,0.067,2016-04-23 10:00:00.000000 UTC,0.066,2016-03-14 11:00:00.000000 UTC,0.064,2016-02-12 12:00:00.000000 UTC,0.063,2016-05-05 11:00:00.000000 UTC,,,,,0.064,0.063,0.06,0.057,0.051,0.045,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-12-22
48,453,0014,42401,2,30.354436,-97.760255,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,2015,Parts per billion,No Events,357,98,Y,357,365,0,0,0,,Requested but not yet concurred,0,0.321569,0.272029,1.5,2015-10-17 00:00:00.000000 UTC,1.2,2015-10-05 00:00:00.000000 UTC,1.2,2015-10-14 00:00:00.000000 UTC,1.2,2015-11-15 00:00:00.000000 UTC,,,,,1.2,1,0.9,0.7,0.5,0.3,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-03-01
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1991,Parts per million,No Events,8105,94,Y,230,245,0,0,13,13,Certified,0,0.045161,0.016343,0.092,1991-08-26 08:00:00.000000 UTC,0.086,1991-05-01 12:00:00.000000 UTC,0.086,1991-06-19 12:00:00.000000 UTC,0.083,1991-08-01 11:00:00.000000 UTC,,,,,0.086,0.081,0.077,0.068,0.058,0.045,0.035,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-05-25
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,8621,98,Y,240,245,0,0,0,0,Certified,0,0.042083,0.013586,0.077,2010-05-28 10:00:00.000000 UTC,0.076,2010-08-28 10:00:00.000000 UTC,0.075,2010-05-05 10:00:00.000000 UTC,0.074,2010-10-08 10:00:00.000000 UTC,,,,,0.075,0.073,0.067,0.062,0.052,0.043,0.035,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-08
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2014,Parts per million,No Events,8529,98,Y,240,245,0,231,0,0,Certified,0,0.045829,0.011907,0.077,2014-10-24 13:00:00.000000 UTC,0.076,2014-07-24 15:00:00.000000 UTC,0.075,2014-10-23 14:00:00.000000 UTC,0.072,2014-05-16 15:00:00.000000 UTC,,,,,0.075,0.07,0.066,0.061,0.055,0.048,0.039,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0014,62101,1,30.354436,-97.760255,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2014,Degrees Fahrenheit,No Events,8744,100,Y,365,365,0,16,,,Certification not required,0,67.14124,16.055564,100,2014-08-16 15:00:00.000000 UTC,100,2014-08-16 16:00:00.000000 UTC,99,2014-08-07 15:00:00.000000 UTC,99,2014-08-07 16:00:00.000000 UTC,,,,,95,94,90,86,79,70,44,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2015-03-11
48,453,0014,62101,1,30.354436,-97.760255,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,1993,Degrees Fahrenheit,No Events,8114,93,Y,326,365,0,0,,,Certification not required,0,67.815258,16.595551,104,1993-07-29 14:00:00.000000 UTC,104,1993-07-30 13:00:00.000000 UTC,104,1993-07-30 14:00:00.000000 UTC,104,1993-07-30 15:00:00.000000 UTC,,,,,100,99,95,90,80,69,45,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-03
48,453,0021,62101,1,30.263208,-97.712883,NAD83,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2004,Degrees Fahrenheit,No Events,8755,100,Y,364,366,0,29,,,Certification not required,0,69.23084,14.621328,104,2004-08-05 16:00:00.000000 UTC,104,2004-08-05 17:00:00.000000 UTC,103,2004-08-05 15:00:00.000000 UTC,102,2004-08-04 15:00:00.000000 UTC,,,,,98,95,91,87,79,72,48,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-03-06
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1996,Parts per million,No Events,4537,52,Y,174,366,0,0,0,0,Certification not required,0,0.193784,0.171866,1.7,1996-12-14 00:00:00.000000 UTC,1.6,1996-12-13 23:00:00.000000 UTC,1.6,1996-12-14 01:00:00.000000 UTC,1.5,1996-12-13 22:00:00.000000 UTC,1.7,1996-12-14 00:00:00.000000 UTC,1,1996-12-13 19:00:00.000000 UTC,0.8,0.6,0.5,0.4,0.3,0.2,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-26
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,2011,Parts per million,No Events,8297,95,Y,344,365,0,0,0,0,Certified,0,0.107919,0.073116,0.6,2011-12-08 23:00:00.000000 UTC,0.6,2011-12-09 00:00:00.000000 UTC,0.6,2011-12-09 01:00:00.000000 UTC,0.5,2011-11-28 21:00:00.000000 UTC,0.6,2011-12-08 23:00:00.000000 UTC,0.5,2011-11-28 21:00:00.000000 UTC,0.3,0.3,0.2,0.2,0.1,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-10
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2014,Parts per million,No Events,8586,98,Y,239,245,0,0,0,0,Certified,0,0.041209,0.010982,0.069,2014-05-16 11:00:00.000000 UTC,0.065,2014-10-24 11:00:00.000000 UTC,0.063,2014-05-04 10:00:00.000000 UTC,0.062,2014-05-03 11:00:00.000000 UTC,,,,,0.063,0.062,0.06,0.056,0.05,0.043,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1997,Parts per million,No Events,8367,98,Y,241,245,0,367,0,0,Certification not required,0,0.046925,0.017408,0.092,1997-08-02 14:00:00.000000 UTC,0.089,1997-08-26 12:00:00.000000 UTC,0.088,1997-09-06 11:00:00.000000 UTC,0.087,1997-09-27 15:00:00.000000 UTC,,,,,0.088,0.086,0.077,0.073,0.058,0.046,0.035,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-28
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2007,Parts per million,No Events,8605,99,Y,243,245,0,113,0,0,Certification not required,0,0.048399,0.016088,0.106,2007-09-21 15:00:00.000000 UTC,0.093,2007-09-22 12:00:00.000000 UTC,0.089,2007-05-18 18:00:00.000000 UTC,0.089,2007-08-15 13:00:00.000000 UTC,,,,,0.089,0.084,0.077,0.072,0.061,0.05,0.039,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-02
48,453,0021,62101,1,30.263208,-97.712883,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2014,Degrees Fahrenheit,No Events,8649,99,Y,360,365,0,19,,,Certification not required,0,68.087293,16.291471,101,2014-08-07 16:00:00.000000 UTC,101,2014-08-16 16:00:00.000000 UTC,101,2014-08-16 17:00:00.000000 UTC,100,2014-08-07 15:00:00.000000 UTC,,,,,97,95,92,88,80,71,44,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2015-03-11
48,453,0014,42401,1,30.354436,-97.760255,NAD83,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - PULSED FLUORESCENT,1990,Parts per billion,No Events,7938,91,Y,344,365,0,0,,,Certification not required,0,0.031494,0.644036,30,1990-09-24 08:00:00.000000 UTC,20,1990-09-24 09:00:00.000000 UTC,10,1990-01-13 08:00:00.000000 UTC,10,1990-02-17 11:00:00.000000 UTC,,,,,0,0,0,0,0,0,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2010-10-13
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,2008,Parts per million,No Events,8688,99,Y,366,366,0,96,0,0,Certification not required,0,0.12096,0.082839,0.7,2008-02-01 07:00:00.000000 UTC,0.6,2008-01-02 20:00:00.000000 UTC,0.6,2008-01-02 21:00:00.000000 UTC,0.6,2008-01-04 08:00:00.000000 UTC,,,,,0.4,0.3,0.3,0.2,0.2,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-11
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2015,Parts per million,Concurred Events Excluded,8694,100,Y,244,245,0,0,3,3,Requested but not yet concurred,0,0.042488,0.014521,0.085,2015-08-28 10:00:00.000000 UTC,0.083,2015-08-29 10:00:00.000000 UTC,0.082,2015-08-27 11:00:00.000000 UTC,0.073,2015-05-01 11:00:00.000000 UTC,,,,,0.082,0.073,0.067,0.063,0.053,0.042,0.034,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-07-31
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2012,Parts per million,No Events,6028,94,Y,231,245,0,0,6,6,Certified,0,0.044056,0.01348,0.094,2012-08-11 11:00:00.000000 UTC,0.087,2012-06-26 09:00:00.000000 UTC,0.08,2012-06-27 10:00:00.000000 UTC,0.074,2012-06-25 11:00:00.000000 UTC,,,,,0.08,0.073,0.067,0.062,0.053,0.045,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-05
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2011,Parts per million,Events Inclucded,5793,89,Y,218,245,0,0,13,13,Certified,0,0.048716,0.012836,0.082,2011-08-28 10:00:00.000000 UTC,0.079,2011-09-20 10:00:00.000000 UTC,0.078,2011-09-07 10:00:00.000000 UTC,0.075,2011-04-13 11:00:00.000000 UTC,,,,,0.078,0.075,0.073,0.068,0.057,0.047,0.038,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-08
48,453,0017,42101,1,30.264167,-97.746111,NAD27,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1990,Parts per million,No Events,6293,72,Y,252,365,0,0,0,0,Certified,0,1.188606,0.963718,7.4,1990-11-16 01:00:00.000000 UTC,7.3,1990-11-16 00:00:00.000000 UTC,7.1,1990-11-16 02:00:00.000000 UTC,7,1990-11-15 23:00:00.000000 UTC,7.4,1990-11-16 01:00:00.000000 UTC,5.9,1990-11-13 22:00:00.000000 UTC,4.8,4.2,3.1,2.3,1.6,0.9,0.3,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-28
48,453,0017,42101,1,30.264167,-97.746111,NAD27,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1992,Parts per million,No Events,7486,85,Y,321,366,0,0,0,0,Certified,0,0.912022,0.603899,6.9,1992-12-18 08:00:00.000000 UTC,6,1992-12-01 18:00:00.000000 UTC,5.8,1992-12-07 08:00:00.000000 UTC,5.8,1992-12-09 17:00:00.000000 UTC,,,,,3.4,2.8,2.1,1.6,1,0.7,0.4,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-22
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,2005,Parts per million,No Events,8482,97,Y,360,365,0,183,0,0,Certified,0,0.148856,0.101605,1,2005-12-12 19:00:00.000000 UTC,1,2005-12-13 08:00:00.000000 UTC,0.9,2005-01-07 23:00:00.000000 UTC,0.9,2005-02-04 22:00:00.000000 UTC,,,,,0.5,0.4,0.3,0.3,0.2,0.1,0.1,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-20
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,2006,Parts per million,No Events,8481,97,Y,346,365,0,0,0,0,Requested but denied,0,0.143462,0.091309,0.6,2006-02-21 21:00:00.000000 UTC,0.6,2006-02-21 22:00:00.000000 UTC,0.6,2006-02-21 23:00:00.000000 UTC,0.6,2006-02-22 14:00:00.000000 UTC,0.6,2006-02-21 21:00:00.000000 UTC,0.6,2006-02-22 14:00:00.000000 UTC,0.4,0.4,0.3,0.3,0.2,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-13
48,453,0014,42101,1,30.354436,-97.760255,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,2011,Parts per million,No Events,8322,95,Y,349,365,0,438,0,0,Certified,0,0.106248,0.079003,0.7,2011-11-30 19:00:00.000000 UTC,0.7,2011-12-08 19:00:00.000000 UTC,0.7,2011-12-08 20:00:00.000000 UTC,0.7,2011-12-08 21:00:00.000000 UTC,,,,,0.4,0.3,0.2,0.2,0.1,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-10
48,453,0014,44201,2,30.354436,-97.760255,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2008,Parts per million,No Events,8693,99,Y,242,245,0,0,2,2,Certification not required,0,0.04555,0.01333,0.078,2008-06-23 09:00:00.000000 UTC,0.077,2008-09-30 10:00:00.000000 UTC,0.075,2008-09-26 10:00:00.000000 UTC,0.074,2008-09-27 10:00:00.000000 UTC,,,,,0.075,0.074,0.071,0.064,0.055,0.046,0.036,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-08-02
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - CHEMILUMINESCENCE,1990,Parts per million,No Events,8348,99,Y,242,245,0,0,0,0,Certified,0,0.049669,0.019193,0.11,1990-08-08 15:00:00.000000 UTC,0.11,1990-09-29 13:00:00.000000 UTC,0.11,1990-09-30 13:00:00.000000 UTC,0.1,1990-07-29 11:00:00.000000 UTC,,,,,0.11,0.1,0.08,0.08,0.06,0.05,0.04,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-05-20
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - CHEMILUMINESCENCE,1995,Parts per million,No Events,8306,99,Y,242,245,0,0,0,0,Certification not required,0,0.060079,0.021045,0.106,1995-09-09 15:00:00.000000 UTC,0.105,1995-07-10 14:00:00.000000 UTC,0.105,1995-08-04 12:00:00.000000 UTC,0.104,1995-06-21 15:00:00.000000 UTC,,,,,0.105,0.104,0.097,0.091,0.075,0.057,0.045,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-30
48,453,0021,62101,1,30.263208,-97.712883,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2012,Degrees Fahrenheit,No Events,8697,99,Y,362,366,0,84,,,Certification not required,0,71.669196,15.37064,108,2012-06-26 12:00:00.000000 UTC,108,2012-06-26 14:00:00.000000 UTC,108,2012-06-26 15:00:00.000000 UTC,107,2012-06-26 16:00:00.000000 UTC,,,,,102,100,96,92,82,73,50,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,"Austin-Round Rock, TX",2013-03-05
48,453,0017,42101,1,30.264167,-97.746111,NAD27,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1994,Parts per million,No Events,8438,96,Y,363,365,0,0,0,0,Certified,0,1.286466,0.972225,7.8,1994-09-15 19:00:00.000000 UTC,7.6,1994-01-06 18:00:00.000000 UTC,7.2,1994-09-15 20:00:00.000000 UTC,7,1994-09-15 21:00:00.000000 UTC,,,,,4.8,4.4,3.7,2.6,1.4,1,0.5,NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,WEST FIRST AND COLORADO STREETS,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-20
48,453,0014,42101,1,30.354436,-97.760255,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,2006,Parts per million,No Events,8450,96,Y,356,365,0,310,0,0,Requested but denied,0,0.141337,0.105708,0.9,2006-12-13 20:00:00.000000 UTC,0.8,2006-01-06 21:00:00.000000 UTC,0.8,2006-02-22 11:00:00.000000 UTC,0.8,2006-09-20 08:00:00.000000 UTC,,,,,0.5,0.4,0.3,0.3,0.2,0.1,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-13
48,453,0014,42401,2,30.354436,-97.760255,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,2015,Parts per billion,No Events,2746,94,Y,352,365,0,0,,0,Requested but not yet concurred,0,0.296067,0.351057,3.5,2015-12-03 14:00:00.000000 UTC,3.3,2015-10-17 17:00:00.000000 UTC,3.2,2015-12-14 17:00:00.000000 UTC,2.8,2015-12-07 14:00:00.000000 UTC,,,,,1.5,1.3,0.9,0.7,0.4,0.2,0,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-03-01
48,453,0014,44201,2,30.354436,-97.760255,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,No Events,8283,98,Y,241,245,0,0,0,0,Certification not required,0,0.039838,0.01563,0.084,1997-08-02 11:00:00.000000 UTC,0.082,1997-08-26 10:00:00.000000 UTC,0.075,1997-08-03 10:00:00.000000 UTC,0.075,1997-09-27 10:00:00.000000 UTC,,,,,0.075,0.074,0.069,0.063,0.05,0.04,0.029,Austin Northwest,3724 North Hills Dr,Texas,Travis,Austin,"Austin-Round Rock, TX",2016-04-28
